epoch,loss,psnr
0,0.178223274,9.626154995
1,0.079340181,12.5425148
2,0.0357839,12.63626461
3,0.032832635,12.73672428
4,0.031208217,13.05844936
5,0.028256866,13.6366991
6,0.024452232,14.4182518
7,0.020642914,15.31013985
8,0.017244193,16.28192387
9,0.014309356,17.34379082
10,0.0118026,18.51894379
11,0.009703034,19.81980362
12,0.008020173,21.14227448
13,0.00678342,22.15090637
14,0.005961411,22.89208527
15,0.005443225,23.39638748
16,0.005126078,23.71639252
17,0.004933416,23.91064186
18,0.004813288,24.02972755
19,0.004733591,24.10857353
20,0.004675594,24.16621017
21,0.004629571,24.21444168
22,0.00458955,24.25718803
23,0.004552663,24.29813461
24,0.00451767,24.33896332
25,0.004482987,24.3804184
26,0.004449245,24.42280579
27,0.004415445,24.46417427
28,0.004381717,24.5061203
29,0.004347864,24.55076828
30,0.004314182,24.59357643
31,0.004280305,24.63782501
32,0.004246374,24.68204155
33,0.004212256,24.72692261
34,0.004178075,24.77095909
35,0.004143626,24.81712532
36,0.0041094,24.86310158
37,0.004074788,24.91071434
38,0.004040262,24.95658646
39,0.004005397,25.00417747
40,0.00397031,25.05054665
41,0.003935118,25.09862022
42,0.003900169,25.14710388
43,0.00386468,25.19590912
44,0.003829249,25.24686699
45,0.003793637,25.295401
46,0.00375768,25.3464138
47,0.003722018,25.39712257
48,0.003686323,25.44892311
49,0.003650365,25.50065308
50,0.003614396,25.55413628
51,0.003578543,25.606147
52,0.003542767,25.65975723
53,0.003506868,25.71430321
54,0.003471073,25.76903992
55,0.003435595,25.82307053
56,0.003399901,25.87824059
57,0.003364677,25.9336235
58,0.003329829,25.98975296
59,0.003294922,26.04546204
60,0.003260567,26.10131493
61,0.003226575,26.15788918
62,0.003192979,26.21348839
63,0.003159963,26.26926956
64,0.003127473,26.32535439
65,0.003095536,26.38078156
66,0.003063947,26.43605614
67,0.003033201,26.49118576
68,0.003003336,26.54493752
69,0.002974253,26.59862633
70,0.002945573,26.65133591
71,0.002917873,26.70309715
72,0.002891095,26.75458069
73,0.002865181,26.80412292
74,0.002840205,26.85326538
75,0.002815914,26.9011219
76,0.002792942,26.94806099
77,0.002770387,26.99323921
78,0.002749322,27.03754959
79,0.002729065,27.08051491
80,0.002709693,27.12210045
81,0.002691134,27.16195183
82,0.00267364,27.20087585
83,0.002657011,27.23816948
84,0.002641292,27.27411041
85,0.002626235,27.30880241
86,0.002612081,27.34215393
87,0.002598783,27.37418823
88,0.002586401,27.40510292
89,0.002574504,27.43473549
90,0.002563295,27.46317825
91,0.002552855,27.4905735
92,0.002543054,27.51687012
93,0.002533842,27.54216805
94,0.002525171,27.5665699
95,0.002516949,27.58999481
96,0.002509311,27.61263809
97,0.002502148,27.63451729
98,0.002495224,27.65562744
99,0.002489091,27.67612877
100,0.002482868,27.69592209
101,0.002477227,27.71513634
102,0.002471877,27.73387718
103,0.002466737,27.75205193
104,0.002461934,27.76983566
105,0.002457415,27.78716202
106,0.0024531,27.80394402
107,0.002449035,27.82075195
108,0.002445154,27.83694229
109,0.002441321,27.85271378
110,0.002437745,27.86853638
111,0.002434172,27.88371391
112,0.002430929,27.8988018
113,0.002427747,27.91408043
114,0.002424608,27.92877884
115,0.002421842,27.94336853
116,0.00241868,27.95784454
117,0.002416027,27.97207298
118,0.002413377,27.98593903
119,0.002410529,28.0000206
120,0.002408231,28.01386566
121,0.002405752,28.02743683
122,0.002403282,28.04099617
123,0.002400758,28.05445404
124,0.002398445,28.0676712
125,0.002396199,28.08101311
126,0.00239384,28.09399338
127,0.002391635,28.10660057
128,0.002389418,28.11987
129,0.002387288,28.13273392
130,0.002385023,28.14539795
131,0.002382888,28.15760422
132,0.002380853,28.17029228
133,0.002378599,28.18280144
134,0.002376661,28.19517899
135,0.002374611,28.2074234
136,0.002372711,28.2190239
137,0.002370706,28.23132095
138,0.002368543,28.24329185
139,0.002366626,28.2553154
140,0.002364783,28.26701126
141,0.002362865,28.27878609
142,0.002360871,28.29010391
143,0.002358874,28.30190735
144,0.002357037,28.31333237
145,0.002355171,28.32436333
146,0.002353277,28.33565826
147,0.002351388,28.34701576
148,0.002349531,28.35794716
149,0.002347635,28.36910706
150,0.002345883,28.37986221
151,0.002344043,28.39118042
152,0.00234226,28.40172005
153,0.002340393,28.41236687
154,0.00233858,28.42277222
155,0.002336867,28.43333893
156,0.002334983,28.44385529
157,0.002333235,28.4542942
158,0.002331332,28.46469727
159,0.002329779,28.4746788
160,0.002327824,28.48499222
161,0.002326098,28.49522324
162,0.002324372,28.50510292
163,0.002322559,28.51529694
164,0.002320906,28.52533646
165,0.002319148,28.53454742
166,0.00231741,28.54477196
167,0.002315612,28.55439758
168,0.002313928,28.56401749
169,0.002312384,28.57369804
170,0.002310592,28.58279839
171,0.002308755,28.59232101
172,0.002307156,28.60133247
173,0.002305414,28.61090965
174,0.002303739,28.62006683
175,0.002302009,28.62889595
176,0.00230027,28.6380928
177,0.002298699,28.64729576
178,0.002296969,28.6565239
179,0.002295295,28.66485786
180,0.002293651,28.67384682
181,0.002292075,28.6825489
182,0.00229033,28.69110489
183,0.002288586,28.70033684
184,0.002287165,28.70895882
185,0.002285479,28.71728058
186,0.00228385,28.72581558
187,0.002282058,28.73393555
188,0.002280537,28.74252052
189,0.002278909,28.75106621
190,0.00227734,28.75916138
191,0.002275618,28.76728439
192,0.00227399,28.77587891
193,0.002272401,28.783741
194,0.002270768,28.79197731
195,0.002269136,28.79997787
196,0.002267649,28.807407
197,0.002265884,28.81547813
198,0.002264443,28.82340279
199,0.002262838,28.831036
200,0.002261232,28.83906403
201,0.002259555,28.84636536
202,0.002258007,28.8543808
203,0.002256471,28.86198921
204,0.002254948,28.86990356
205,0.002253341,28.87735596
206,0.002251703,28.88491478
207,0.002249895,28.89215355
208,0.002248411,28.89962196
209,0.002247053,28.90674667
210,0.002245237,28.91488991
211,0.002243937,28.92188377
212,0.00224239,28.9291687
213,0.002240798,28.93618774
214,0.002239168,28.94337425
215,0.00223763,28.95072975
216,0.002236181,28.95755959
217,0.002234484,28.96499557
218,0.002232955,28.97189217
219,0.002231368,28.9788475
220,0.00222995,28.98584862
221,0.002228341,28.99239044
222,0.002226866,28.99988708
223,0.002225313,29.00622101
224,0.002223716,29.01317101
225,0.002222209,29.02036362
226,0.002220682,29.02655334
227,0.002219177,29.0333168
228,0.002217697,29.04002457
229,0.00221624,29.0468071
230,0.002214645,29.05365715
231,0.002213043,29.06035194
232,0.002211585,29.06698875
233,0.002210051,29.0732811
234,0.002208509,29.07971115
235,0.00220713,29.08625412
236,0.00220565,29.09268761
237,0.002204231,29.09932442
238,0.002202613,29.10545692
239,0.002201088,29.11167755
240,0.002199602,29.1179287
241,0.002198043,29.12474365
242,0.002196658,29.13078499
243,0.002195104,29.13723106
244,0.002193686,29.14319038
245,0.0021922,29.14941025
246,0.002190733,29.1555397
247,0.002189185,29.16189957
248,0.002187734,29.16778908
249,0.002186209,29.17380333
250,0.002184649,29.18011208
251,0.002183371,29.18608475
252,0.002181769,29.19232101
253,0.002180357,29.19812622
254,0.002178837,29.20383453
255,0.002177464,29.20973396
256,0.002176014,29.21560974
257,0.002174528,29.22166176
258,0.002173048,29.22754021
259,0.002171565,29.23371773
260,0.00217015,29.23906403
261,0.002168689,29.24526024
262,0.002166996,29.25103912
263,0.002165764,29.25688133
264,0.002164414,29.26221237
265,0.002162874,29.26807861
266,0.002161534,29.27390213
267,0.002160015,29.27959328
268,0.002158574,29.28515358
269,0.002157167,29.29070473
270,0.00215571,29.29651566
271,0.002154282,29.3021656
272,0.002152746,29.30787888
273,0.002151407,29.31334648
274,0.002149998,29.31868515
275,0.002148562,29.32416687
276,0.002147117,29.3299633
277,0.002145615,29.33535728
278,0.00214417,29.34082489
279,0.002142854,29.34626656
280,0.00214131,29.35165939
281,0.002139973,29.35695953
282,0.002138625,29.36235275
283,0.002137191,29.36806183
284,0.002135845,29.37303314
285,0.002134347,29.37844124
286,0.002133044,29.3837326
287,0.002131592,29.38931046
288,0.002130161,29.3947094
289,0.002128788,29.39996719
290,0.002127446,29.40507774
291,0.002125899,29.4102375
292,0.002124618,29.41558571
293,0.002123316,29.42094002
294,0.002121974,29.4260952
295,0.002120495,29.43098297
296,0.002118936,29.43632431
297,0.002117687,29.4415329
298,0.002116377,29.44683228
299,0.00211494,29.45161438
300,0.002113547,29.45670853
301,0.002112134,29.46172485
302,0.002110781,29.46725082
303,0.002109297,29.47213783
304,0.002108074,29.47713699
305,0.002106688,29.48196411
306,0.002105252,29.48703156
307,0.002103953,29.49199715
308,0.002102596,29.4969677
309,0.0021013,29.50208626
310,0.002099889,29.50685997
311,0.002098545,29.51230087
312,0.002097242,29.51719055
313,0.002095819,29.52210121
314,0.002094442,29.52694359
315,0.002093075,29.531604
316,0.002091773,29.53662796
317,0.002090479,29.54141655
318,0.002089183,29.54637337
319,0.002087833,29.55079803
320,0.002086276,29.55588951
321,0.00208519,29.56093979
322,0.002083775,29.56569519
323,0.002082398,29.57045403
324,0.002080972,29.57548141
325,0.002079741,29.58000145
326,0.002078508,29.58490486
327,0.002077132,29.58935204
328,0.002075833,29.59410553
329,0.002074608,29.59927673
330,0.002073206,29.60409622
331,0.002071913,29.60874443
332,0.002070624,29.6132431
333,0.002069317,29.61783905
334,0.002067923,29.62275391
335,0.002066776,29.62708054
336,0.002065301,29.63164368
337,0.002064117,29.63652763
338,0.002062658,29.64094772
339,0.002061523,29.64552155
340,0.002060232,29.65027504
341,0.00205893,29.65494423
342,0.002057528,29.65952034
343,0.002056226,29.66399002
344,0.002055047,29.66857147
345,0.002053742,29.67289276
346,0.002052584,29.67770348
347,0.002051287,29.68191338
348,0.002050014,29.68617935
349,0.002048603,29.69083595
350,0.00204727,29.69556084
351,0.002046145,29.69975052
352,0.002044815,29.70408783
353,0.002043599,29.70902061
354,0.002042348,29.71307297
355,0.002041038,29.71766281
356,0.002039834,29.72177925
357,0.002038555,29.726371
358,0.002037391,29.73078232
359,0.002036124,29.73533401
360,0.002034832,29.73952446
361,0.002033559,29.74415436
362,0.002032232,29.74843445
363,0.002031105,29.75293922
364,0.002029936,29.7571907
365,0.002028597,29.76154099
366,0.002027359,29.76572647
367,0.002026193,29.76978149
368,0.002025032,29.77410355
369,0.002023757,29.77859879
370,0.002022477,29.78298683
371,0.002021276,29.78723106
372,0.002020025,29.79150162
373,0.002018764,29.79576454
374,0.002017669,29.80008316
375,0.002016434,29.80401192
376,0.002015206,29.80846405
377,0.002013907,29.8125721
378,0.002012847,29.81658669
379,0.002011572,29.82082024
380,0.00201026,29.82500381
381,0.002009204,29.82922363
382,0.002008019,29.83327866
383,0.002006892,29.83761635
384,0.002005602,29.84166527
385,0.002004448,29.84568558
386,0.002003237,29.84959602
387,0.002001935,29.85384979
388,0.002000858,29.85794487
389,0.001999678,29.86186142
390,0.001998583,29.86625633
391,0.001997261,29.87038422
392,0.001996181,29.87421455
393,0.001994992,29.87868729
394,0.001993833,29.88254051
395,0.001992657,29.88639183
396,0.001991653,29.89036369
